('05', '08', '11', '17', '29', '43'):1
('13', '26', '29', '30', '31', '43'):1
('19', '24', '25', '38', '43', '49'):1
('01', '04', '15', '24', '43', '48'):1
('17', '19', '20', '30', '34', '37'):1
('02', '05', '26', '34', '38', '45'):1
('08', '27', '30', '38', '42', '43'):1
('09', '25', '42', '43', '44', '49'):1
('07', '16', '28', '32', '42', '46'):1
('04', '10', '21', '23', '28', '48'):1
('13', '21', '24', '26', '32', '34'):2
('02', '08', '09', '13', '16', '44'):1
('05', '07', '09', '36', '46', '48'):1
('09', '10', '38', '45', '46', '47'):1
('30', '40', '46', '47', '48', '49'):1
('14', '15', '17', '21', '42', '48'):1
('14', '22', '30', '31', '34', '46'):1
('06', '21', '30', '31', '36', '47'):1
('05', '16', '18', '23', '34', '36'):1
('15', '30', '33', '40', '47', '48'):1
('03', '10', '14', '18', '34', '36'):1
('02', '19', '24', '34', '42', '46'):1
('01', '14', '28', '33', '38', '40'):1
('07', '16', '21', '25', '27', '28'):1
('15', '17', '30', '33', '42', '44'):1
('03', '15', '31', '44', '46', '49'):1
('03', '06', '18', '23', '39', '41'):1
('03', '09', '14', '18', '20', '35'):1
('07', '22', '28', '29', '39', '46'):1
('03', '20', '27', '35', '42', '47'):1
('05', '15', '20', '29', '38', '39'):1
('11', '32', '35', '43', '45', '48'):1
('04', '05', '12', '14', '27', '44'):1
('01', '02', '03', '16', '22', '31'):1
('33', '35', '36', '38', '41', '42'):1
('12', '17', '24', '25', '26', '43'):1
('07', '10', '11', '13', '14', '15'):1
('08', '09', '11', '29', '37', '40'):1
('02', '06', '08', '11', '13', '37'):1
('06', '11', '28', '32', '37', '41'):1
('03', '25', '40', '44', '45', '49'):1
('03', '08', '14', '22', '37', '49'):1
('09', '15', '24', '36', '38', '39'):1
('13', '17', '26', '39', '42', '48'):1
('03', '14', '22', '25', '35', '45'):1
('02', '06', '13', '19', '31', '35'):1
('12', '17', '18', '19', '31', '48'):1
('06', '20', '25', '41', '44', '49'):1
('09', '27', '38', '39', '44', '45'):1
('04', '10', '18', '25', '27', '29'):1
('02', '03', '10', '19', '47', '49'):1
('05', '14', '22', '28', '30', '38'):1
('02', '05', '08', '14', '34', '44'):1
('01', '11', '35', '36', '43', '47'):1
('02', '07', '13', '20', '27', '30'):1
('08', '12', '13', '14', '16', '37'):1
('02', '15', '24', '29', '41', '42'):1
('01', '22', '23', '36', '43', '45'):1
('11', '16', '17', '21', '27', '29'):1
('08', '13', '17', '23', '33', '37'):1
('10', '12', '18', '29', '39', '46'):1
('02', '10', '18', '24', '36', '44'):1
('17', '32', '33', '39', '40', '41'):1
('02', '17', '28', '32', '42', '47'):1
('04', '10', '14', '25', '41', '46'):1
('03', '09', '11', '13', '17', '22'):1
('01', '17', '31', '39', '44', '48'):1
('05', '06', '17', '22', '41', '47'):1
('03', '05', '16', '26', '36', '49'):1
('08', '26', '28', '29', '32', '34'):1
('09', '14', '23', '29', '40', '43'):1
('03', '05', '13', '23', '39', '43'):1
('07', '17', '21', '30', '34', '40'):1
('04', '07', '11', '15', '16', '49'):1
('04', '11', '16', '31', '42', '44'):1
('01', '08', '17', '21', '39', '48'):1
('13', '21', '23', '24', '34', '40'):1
('03', '05', '07', '09', '16', '31'):1
('08', '11', '14', '19', '20', '47'):1
('02', '06', '18', '28', '31', '38'):1
('06', '15', '27', '35', '37', '47'):1
('02', '19', '28', '31', '37', '40'):1
('01', '03', '09', '14', '24', '39'):1
('12', '14', '23', '36', '40', '49'):1
('08', '12', '17', '23', '29', '34'):1
('14', '17', '25', '41', '45', '47'):1
('05', '27', '29', '32', '41', '45'):1
('01', '15', '28', '34', '44', '45'):1
('04', '09', '12', '19', '36', '48'):1
('04', '18', '22', '34', '37', '43'):1
('04', '07', '29', '44', '45', '46'):1
('12', '19', '40', '42', '48', '49'):1
('06', '14', '30', '40', '45', '46'):1
('02', '03', '22', '24', '34', '46'):1
('04', '08', '16', '20', '38', '39'):1
('06', '10', '25', '29', '33', '44'):1
('05', '08', '24', '35', '41', '49'):1
('05', '09', '10', '17', '36', '49'):1
('03', '08', '13', '19', '20', '27'):1
('08', '12', '26', '36', '47', '49'):1
('01', '09', '16', '30', '42', '44'):1
('03', '11', '19', '24', '27', '38'):1
('02', '03', '28', '33', '47', '48'):1
('05', '12', '19', '22', '45', '46'):1
('02', '04', '12', '15', '17', '41'):1
('01', '16', '27', '28', '41', '46'):1
('07', '17', '27', '28', '29', '44'):1
('09', '11', '21', '30', '31', '44'):1
('04', '08', '12', '25', '34', '46'):1
('05', '14', '34', '39', '42', '45'):1
('07', '16', '17', '31', '34', '43'):1
('08', '22', '33', '34', '36', '46'):1
('01', '12', '17', '26', '33', '41'):1
('07', '08', '10', '20', '30', '36'):1
('03', '09', '14', '37', '42', '45'):1
('13', '16', '21', '29', '39', '45'):1
('01', '04', '09', '26', '37', '49'):1
('08', '20', '27', '28', '35', '46'):1
('12', '16', '20', '25', '37', '38'):1
('03', '04', '06', '08', '11', '16'):1
('07', '16', '22', '29', '34', '36'):1
('04', '08', '17', '27', '30', '48'):1
('02', '05', '07', '16', '19', '32'):1
('04', '21', '26', '39', '43', '47'):1
('05', '08', '20', '23', '24', '32'):1
('02', '21', '33', '36', '38', '48'):1
('01', '06', '11', '15', '38', '40'):1
('07', '22', '32', '34', '39', '46'):1
('03', '15', '19', '29', '42', '49'):1
('03', '33', '34', '37', '38', '45'):1
('13', '20', '21', '23', '32', '45'):1
('04', '14', '23', '28', '31', '42'):1
('02', '11', '16', '22', '31', '32'):1
('04', '07', '14', '16', '20', '24'):1
('02', '13', '24', '38', '45', '47'):1
('02', '05', '07', '17', '47', '48'):1
('20', '25', '30', '37', '39', '40'):1
('04', '05', '19', '23', '42', '47'):1
('05', '32', '33', '39', '41', '48'):1
('07', '17', '25', '27', '39', '49'):1
('03', '15', '22', '24', '33', '39'):1
('03', '04', '06', '08', '28', '31'):1
('04', '13', '15', '28', '30', '39'):1
('07', '21', '22', '30', '40', '47'):1
('09', '26', '29', '34', '44', '47'):1
('12', '17', '28', '32', '40', '46'):1
('01', '04', '07', '18', '30', '31'):1
('07', '09', '19', '23', '27', '41'):1
('01', '04', '09', '25', '37', '44'):1
('14', '17', '24', '34', '37', '45'):1
('02', '12', '13', '20', '38', '44'):1
('10', '20', '24', '25', '30', '48'):1
('03', '04', '29', '31', '34', '35'):1
('13', '17', '21', '23', '27', '28'):1
('05', '17', '45', '47', '48', '49'):1
('06', '09', '17', '19', '23', '29'):1
('23', '27', '33', '40', '43', '47'):1
('01', '02', '09', '11', '16', '36'):1
('12', '18', '20', '23', '27', '47'):1
('24', '29', '32', '33', '41', '46'):1
('01', '10', '30', '31', '36', '37'):1
('02', '23', '26', '32', '38', '46'):1
('16', '17', '26', '27', '34', '38'):1
('02', '09', '12', '13', '27', '30'):1
('02', '19', '20', '23', '28', '47'):1
('01', '03', '11', '14', '15', '18'):1
('11', '13', '21', '22', '30', '48'):1
('04', '07', '10', '33', '38', '40'):1
('02', '04', '09', '11', '26', '38'):1
('12', '27', '31', '38', '48', '49'):1
('17', '23', '27', '29', '38', '41'):1
('02', '07', '10', '22', '26', '46'):1
('21', '26', '29', '40', '41', '44'):1
('10', '11', '23', '28', '29', '40'):1
('13', '19', '23', '28', '40', '44'):1
('01', '17', '19', '36', '45', '49'):1
('03', '05', '32', '35', '41', '44'):1
('06', '19', '22', '28', '29', '44'):1
('02', '17', '23', '35', '41', '45'):1
('10', '14', '23', '25', '38', '41'):1
('07', '24', '29', '34', '40', '49'):1
('09', '17', '24', '35', '37', '44'):1
('03', '04', '11', '24', '37', '47'):1
('06', '17', '20', '23', '28', '29'):1
('04', '25', '29', '34', '45', '47'):1
('03', '07', '15', '29', '36', '40'):1
('10', '17', '20', '25', '38', '41'):1
('04', '06', '07', '11', '16', '23'):1
('05', '08', '26', '43', '46', '49'):1
('01', '03', '10', '14', '15', '45'):1
('03', '04', '19', '32', '35', '49'):1
('05', '08', '17', '32', '36', '49'):1
('07', '08', '09', '25', '41', '43'):1
('01', '03', '22', '29', '33', '40'):1
('02', '14', '18', '19', '25', '33'):1
('02', '05', '17', '25', '28', '30'):1
('14', '17', '20', '28', '34', '43'):1
('09', '12', '13', '15', '37', '39'):1
('05', '09', '15', '16', '35', '41'):1
('08', '14', '22', '30', '36', '43'):1
('08', '11', '20', '23', '48', '49'):1
('08', '12', '17', '41', '42', '48'):1
('05', '28', '34', '44', '47', '48'):1
('15', '19', '30', '36', '42', '45'):1
('03', '04', '10', '28', '39', '48'):1
('06', '11', '23', '36', '41', '45'):1
('12', '20', '35', '38', '39', '42'):1
('12', '14', '19', '24', '32', '36'):1
('03', '23', '29', '47', '48', '49'):1
('13', '16', '22', '26', '27', '28'):1
('03', '15', '33', '38', '48', '49'):1
('05', '11', '12', '16', '27', '39'):1
('03', '17', '21', '36', '46', '48'):1
('03', '20', '22', '25', '27', '45'):1
('01', '10', '36', '37', '47', '48'):1
('05', '11', '13', '34', '35', '40'):1
('10', '13', '19', '27', '33', '41'):1
('16', '26', '28', '35', '38', '48'):1
('01', '02', '10', '23', '32', '37'):1
('14', '32', '33', '39', '43', '47'):1
('05', '23', '27', '30', '32', '35'):1
('19', '22', '25', '39', '48', '49'):1
('14', '18', '23', '26', '37', '48'):1
('15', '24', '29', '34', '35', '47'):1
('03', '06', '25', '41', '42', '46'):1
('03', '34', '36', '38', '42', '48'):1
('07', '24', '25', '27', '32', '48'):1
('04', '08', '09', '30', '33', '38'):1
('09', '16', '25', '38', '40', '48'):1
('03', '05', '12', '19', '29', '39'):1
('03', '29', '36', '43', '45', '47'):1
('02', '11', '22', '24', '41', '43'):1
('10', '11', '25', '36', '39', '47'):1
('24', '27', '28', '29', '40', '44'):1
('26', '29', '32', '38', '42', '46'):1
('04', '06', '15', '22', '27', '44'):1
('02', '30', '36', '42', '44', '45'):1
('04', '11', '17', '27', '34', '36'):1
('04', '19', '23', '24', '31', '41'):1
('01', '04', '17', '28', '29', '33'):1
('06', '30', '32', '33', '46', '48'):1
('01', '21', '29', '32', '35', '45'):1
('04', '06', '12', '21', '36', '49'):1
('01', '19', '26', '27', '30', '35'):1
('03', '14', '18', '22', '23', '41'):1
('08', '12', '16', '20', '29', '42'):1
('06', '11', '25', '26', '37', '45'):1
('13', '18', '19', '35', '39', '43'):1
('04', '06', '16', '20', '22', '41'):1
('02', '05', '08', '14', '46', '47'):1
('08', '22', '28', '33', '36', '48'):1
('04', '25', '26', '37', '46', '48'):1
('01', '06', '25', '32', '38', '40'):1
('16', '19', '20', '32', '37', '47'):1
('02', '05', '14', '16', '25', '37'):1
('01', '12', '13', '15', '36', '43'):1
('01', '19', '20', '34', '38', '40'):1
('04', '10', '18', '39', '41', '42'):1
('20', '29', '35', '41', '46', '47'):1
('15', '17', '18', '36', '41', '46'):1
('01', '07', '16', '22', '28', '45'):1
('05', '10', '11', '13', '35', '39'):1
('05', '23', '36', '41', '45', '48'):1
('12', '26', '34', '44', '46', '47'):1
('10', '13', '15', '32', '47', '49'):1
('08', '22', '29', '32', '35', '44'):1
('20', '25', '30', '34', '42', '43'):1
('03', '17', '23', '27', '42', '48'):1
('21', '25', '28', '36', '41', '44'):1
('14', '18', '19', '23', '28', '42'):1
('17', '19', '40', '41', '44', '48'):1
('02', '04', '11', '20', '35', '47'):1
('02', '28', '34', '39', '46', '49'):1
('14', '24', '39', '40', '45', '48'):1
('01', '07', '08', '17', '30', '47'):1
('06', '19', '25', '35', '37', '40'):1
('04', '06', '10', '13', '33', '38'):1
('04', '09', '12', '15', '20', '44'):1
('02', '05', '18', '23', '37', '46'):1
('04', '19', '24', '30', '31', '42'):1
('11', '23', '33', '40', '42', '47'):1
('13', '20', '21', '28', '41', '46'):1
('05', '10', '20', '22', '36', '38'):1
('10', '19', '28', '39', '40', '46'):1
('02', '22', '24', '25', '46', '47'):1
('17', '25', '28', '32', '38', '42'):1
('01', '02', '04', '08', '09', '24'):1
('03', '09', '18', '24', '29', '31'):1
('13', '15', '22', '23', '39', '45'):1
('02', '03', '07', '11', '18', '23'):1
('03', '08', '17', '29', '39', '48'):1
('11', '12', '17', '22', '26', '31'):1
('04', '07', '26', '31', '48', '49'):1
('04', '11', '18', '31', '42', '47'):1
('05', '16', '17', '20', '38', '43'):1
('02', '10', '25', '37', '38', '40'):1
('22', '38', '41', '42', '45', '49'):1
('03', '22', '25', '41', '42', '45'):1
('02', '20', '21', '29', '38', '39'):1
('11', '12', '13', '34', '38', '47'):1
('14', '24', '36', '38', '40', '49'):1
('07', '08', '14', '18', '25', '44'):1
('03', '20', '21', '23', '30', '46'):1
('01', '05', '14', '16', '24', '41'):1
('11', '20', '27', '35', '41', '43'):1
('17', '21', '23', '28', '33', '44'):1
('07', '09', '12', '24', '37', '47'):1
('13', '19', '34', '36', '43', '47'):1
('06', '11', '16', '29', '48', '49'):1
('06', '22', '30', '36', '44', '49'):1
('11', '12', '17', '32', '35', '44'):1
('06', '28', '30', '35', '40', '42'):1
('01', '02', '11', '30', '36', '48'):1
('01', '03', '07', '19', '23', '26'):1
('12', '17', '19', '23', '25', '42'):1
('15', '18', '19', '30', '38', '39'):1
('25', '33', '38', '41', '45', '47'):1
('01', '09', '25', '27', '44', '45'):1
('21', '24', '31', '34', '35', '44'):1
('18', '28', '38', '44', '47', '48'):1
('04', '07', '08', '27', '31', '33'):1
('19', '23', '26', '35', '39', '41'):1
('09', '10', '20', '22', '27', '41'):1
('06', '15', '32', '41', '43', '48'):1
('06', '21', '22', '31', '36', '46'):1
('20', '27', '32', '38', '41', '42'):1
('01', '05', '10', '17', '31', '37'):1
('01', '35', '37', '39', '40', '41'):1
('02', '10', '13', '15', '24', '36'):1
('13', '27', '29', '31', '42', '43'):1
('14', '15', '29', '32', '35', '40'):1
('01', '07', '28', '33', '37', '48'):1
('15', '20', '28', '32', '38', '41'):1
('12', '19', '21', '31', '32', '33'):1
('02', '09', '12', '30', '31', '44'):1
('04', '19', '23', '24', '34', '41'):1
('01', '12', '16', '23', '34', '37'):1
('11', '20', '25', '29', '31', '44'):1
('01', '07', '16', '20', '27', '39'):1
('08', '09', '13', '23', '31', '41'):1
('07', '15', '20', '23', '41', '44'):1
('02', '04', '05', '06', '20', '36'):1
('03', '09', '12', '39', '47', '48'):1
('06', '13', '14', '35', '41', '42'):1
('04', '11', '19', '28', '31', '47'):1
('10', '17', '25', '34', '37', '44'):1
('05', '13', '18', '33', '34', '41'):1
('10', '22', '24', '28', '36', '44'):1
('23', '30', '34', '37', '39', '40'):1
('12', '16', '24', '42', '47', '48'):1
('01', '08', '09', '16', '39', '44'):1
('12', '13', '24', '25', '45', '47'):1
('06', '07', '14', '17', '33', '34'):1
('03', '07', '34', '42', '43', '47'):1
('02', '11', '13', '19', '31', '44'):1
('03', '05', '24', '31', '38', '48'):1
('06', '17', '19', '29', '37', '41'):1
('07', '10', '18', '19', '26', '42'):1
('04', '08', '20', '23', '27', '33'):1
('03', '10', '22', '29', '40', '43'):1
('04', '15', '16', '19', '44', '46'):1
('01', '03', '18', '20', '39', '44'):1
('12', '15', '21', '31', '37', '39'):1
('07', '11', '21', '27', '28', '42'):1
('05', '18', '22', '23', '27', '44'):1
('04', '06', '07', '17', '27', '48'):1
('03', '04', '09', '10', '45', '49'):1
('15', '29', '32', '34', '35', '40'):1
('01', '09', '17', '29', '34', '44'):1
('14', '16', '27', '31', '39', '46'):1
('29', '32', '34', '35', '41', '46'):1
('18', '26', '31', '39', '46', '47'):1
('09', '17', '42', '45', '46', '48'):1
('09', '10', '15', '21', '25', '49'):1
('03', '05', '10', '13', '25', '43'):1
('02', '03', '10', '21', '30', '46'):1
('03', '06', '17', '41', '47', '48'):1
('14', '21', '22', '26', '39', '44'):1
('17', '18', '19', '26', '41', '43'):1
('02', '07', '09', '10', '13', '47'):1
('05', '07', '12', '20', '27', '35'):1
('01', '12', '15', '19', '35', '36'):1
('16', '30', '36', '41', '45', '46'):1
('06', '13', '25', '27', '42', '43'):1
('03', '06', '32', '33', '38', '42'):1
('05', '07', '19', '20', '29', '40'):1
('01', '07', '20', '21', '32', '38'):1
('27', '28', '31', '34', '35', '42'):1
('03', '15', '17', '32', '36', '45'):1
('02', '06', '10', '14', '15', '41'):1
('02', '17', '30', '34', '37', '38'):1
('06', '21', '35', '36', '41', '42'):1
('08', '24', '26', '28', '37', '47'):1
('01', '19', '23', '35', '42', '47'):1
('01', '03', '12', '30', '31', '38'):1
('09', '16', '22', '28', '34', '37'):1
('18', '34', '38', '41', '46', '47'):1
('13', '18', '28', '30', '40', '48'):1
('11', '23', '29', '36', '43', '48'):1
('05', '14', '15', '26', '45', '46'):1
('19', '22', '26', '27', '32', '46'):1
('09', '16', '20', '21', '41', '45'):1
('03', '12', '13', '20', '24', '32'):1
('05', '10', '17', '25', '33', '48'):1
('10', '18', '23', '39', '44', '46'):1
('01', '02', '10', '21', '23', '28'):1
('09', '30', '37', '39', '40', '44'):1
('03', '30', '37', '42', '43', '49'):1
('04', '29', '39', '42', '47', '49'):1
('03', '04', '05', '28', '33', '49'):1
('01', '11', '12', '16', '28', '43'):1
('06', '10', '21', '23', '24', '37'):1
('02', '08', '12', '13', '18', '31'):1
('01', '15', '23', '25', '32', '34'):1
('09', '10', '14', '21', '34', '46'):1
('02', '11', '23', '26', '41', '48'):1
('15', '17', '25', '26', '33', '43'):1
('05', '08', '13', '24', '25', '31'):1
('17', '19', '20', '25', '44', '46'):1
('04', '05', '28', '31', '32', '35'):1
('08', '10', '12', '19', '27', '40'):1
('06', '14', '30', '33', '38', '45'):1
('04', '10', '20', '23', '46', '48'):1
('01', '16', '28', '45', '46', '48'):1
('23', '24', '34', '39', '40', '42'):1
('06', '09', '20', '27', '32', '37'):1
('12', '24', '27', '35', '36', '44'):1
('04', '27', '37', '39', '41', '44'):1
('03', '09', '19', '33', '34', '44'):1
('04', '14', '18', '24', '27', '47'):1
('01', '10', '16', '31', '47', '48'):1
('08', '19', '21', '25', '44', '47'):1
('18', '21', '24', '29', '35', '38'):1
('05', '06', '27', '37', '41', '43'):1
('07', '17', '21', '41', '45', '46'):1
('06', '10', '17', '19', '24', '42'):1
('06', '11', '21', '33', '34', '42'):1
('04', '08', '18', '19', '23', '30'):1
('01', '21', '24', '28', '33', '38'):1
('06', '14', '16', '18', '39', '48'):1
('01', '17', '18', '33', '38', '39'):1
('03', '10', '14', '15', '25', '30'):1
('01', '13', '28', '32', '37', '39'):1
('08', '10', '14', '38', '39', '43'):1
('11', '13', '26', '29', '30', '37'):1
('31', '33', '34', '39', '44', '46'):1
('05', '08', '22', '26', '29', '38'):1
('02', '18', '23', '35', '37', '48'):1
('09', '28', '30', '32', '34', '48'):1
('03', '11', '21', '30', '41', '49'):1
('13', '15', '20', '42', '47', '49'):1
('16', '22', '26', '30', '44', '49'):1
('11', '18', '29', '43', '44', '48'):1
('16', '25', '30', '36', '38', '44'):1
('05', '09', '15', '26', '35', '47'):1
('03', '05', '07', '13', '36', '40'):1
('16', '27', '35', '43', '46', '47'):1
('13', '25', '39', '42', '44', '46'):1
('04', '29', '37', '38', '47', '49'):1
('18', '22', '23', '29', '30', '35'):1
('03', '06', '13', '14', '32', '43'):1
('02', '15', '16', '21', '22', '43'):1
('02', '19', '20', '30', '33', '46'):1
('03', '15', '18', '28', '37', '45'):1
('19', '25', '28', '39', '41', '44'):1
('07', '14', '15', '18', '47', '49'):1
('11', '31', '33', '40', '41', '49'):1
('04', '13', '16', '36', '37', '45'):1
('06', '16', '26', '27', '31', '48'):1
('04', '05', '20', '24', '25', '39'):1
('06', '07', '08', '41', '42', '49'):1
('08', '21', '25', '39', '42', '45'):1
('10', '17', '18', '20', '24', '43'):1
('09', '10', '16', '25', '26', '35'):1
('13', '19', '24', '38', '39', '48'):1
('03', '06', '11', '14', '33', '47'):1
('08', '13', '16', '24', '25', '40'):1
('15', '16', '20', '30', '32', '42'):1
('10', '16', '24', '25', '27', '47'):1
('07', '12', '29', '37', '40', '42'):1
('02', '21', '25', '28', '34', '38'):1
('05', '11', '20', '29', '33', '49'):1
('03', '04', '08', '19', '29', '31'):1
('07', '11', '17', '26', '28', '36'):1
('02', '16', '17', '19', '39', '49'):1
('05', '20', '25', '27', '42', '49'):1
('05', '16', '21', '26', '32', '44'):1
('04', '13', '35', '38', '46', '48'):1
('10', '14', '15', '30', '36', '39'):1
('02', '07', '19', '39', '44', '48'):1
('01', '16', '20', '22', '23', '33'):1
('06', '10', '20', '23', '34', '40'):1
('04', '26', '27', '31', '39', '41'):1
('12', '29', '31', '42', '43', '44'):1
('10', '16', '19', '24', '45', '48'):1
('09', '12', '14', '24', '38', '46'):1
('03', '08', '32', '36', '38', '47'):1
('02', '05', '08', '29', '33', '39'):1
('06', '13', '15', '31', '40', '43'):1
('01', '04', '22', '24', '36', '42'):1
('10', '18', '29', '46', '48', '49'):1
('06', '09', '11', '19', '28', '38'):1
('02', '13', '27', '31', '34', '46'):1
('16', '18', '21', '31', '35', '48'):1
('09', '16', '18', '27', '37', '43'):1
('06', '10', '12', '27', '33', '45'):1
('07', '12', '26', '31', '34', '43'):1
('02', '12', '27', '30', '34', '37'):1
('13', '24', '29', '32', '33', '35'):1
('29', '30', '34', '37', '43', '48'):1
('05', '21', '28', '40', '44', '45'):1
('03', '10', '24', '34', '39', '49'):1
('06', '07', '14', '26', '27', '48'):1
('03', '07', '14', '17', '40', '43'):1
('18', '22', '28', '31', '48', '49'):1
('03', '16', '20', '36', '41', '49'):1
('13', '21', '22', '29', '36', '48'):1
('07', '10', '14', '22', '42', '45'):1
('03', '10', '13', '31', '42', '48'):1
('05', '13', '27', '34', '38', '47'):1
('03', '32', '39', '41', '42', '43'):1
('04', '26', '31', '37', '40', '44'):1
('03', '07', '09', '15', '20', '42'):1
('09', '11', '21', '30', '34', '40'):1
('08', '23', '32', '36', '37', '49'):1
('06', '13', '17', '22', '41', '46'):1
('01', '11', '12', '32', '38', '45'):1
('03', '13', '16', '42', '43', '46'):1
('01', '09', '21', '24', '31', '43'):1
('03', '22', '24', '39', '43', '49'):1
('01', '05', '09', '16', '18', '45'):1
('01', '02', '03', '21', '23', '49'):1
('09', '14', '16', '18', '28', '36'):1
('16', '24', '26', '38', '44', '45'):1
('04', '05', '10', '21', '33', '37'):1
('01', '06', '11', '14', '24', '36'):1
('02', '17', '32', '37', '43', '44'):1
('21', '32', '35', '39', '41', '42'):1
('03', '05', '11', '20', '29', '43'):1
('07', '09', '12', '36', '39', '43'):1
('13', '28', '30', '33', '41', '47'):1
('02', '08', '28', '32', '33', '45'):1
('17', '18', '21', '27', '34', '42'):1
('18', '29', '37', '41', '43', '44'):1
('06', '10', '16', '39', '42', '47'):1
('02', '03', '15', '38', '41', '45'):1
('03', '13', '15', '26', '29', '49'):1
('02', '05', '07', '17', '34', '39'):1
('06', '23', '24', '32', '42', '43'):1
('01', '05', '22', '24', '35', '48'):1
('11', '26', '27', '36', '46', '48'):1
('09', '11', '25', '31', '35', '39'):1
('04', '05', '11', '21', '33', '36'):1
('14', '15', '18', '21', '34', '38'):1
('04', '26', '34', '45', '46', '49'):1
('06', '07', '44', '46', '47', '49'):1
('03', '10', '13', '29', '32', '49'):1
('04', '06', '08', '19', '41', '47'):1
('08', '26', '34', '36', '42', '46'):1
('01', '12', '14', '21', '42', '48'):1
('24', '29', '38', '45', '47', '49'):1
('01', '06', '12', '13', '16', '47'):1
('02', '07', '11', '16', '17', '27'):1
('15', '21', '26', '42', '44', '49'):1
('05', '18', '23', '29', '34', '46'):1
('01', '12', '15', '33', '39', '41'):1
('05', '23', '32', '33', '34', '41'):1
('04', '13', '15', '29', '40', '42'):1
('04', '22', '32', '37', '38', '39'):1
('02', '13', '16', '24', '29', '48'):1
('14', '27', '28', '31', '33', '41'):1
('02', '05', '07', '12', '22', '24'):1
('04', '13', '18', '22', '26', '35'):1
('11', '16', '20', '34', '45', '47'):1
('17', '21', '28', '31', '34', '40'):1
('19', '35', '37', '39', '48', '49'):1
('05', '11', '15', '19', '25', '44'):1
('06', '07', '14', '26', '29', '36'):1
('06', '11', '19', '22', '34', '48'):1
('05', '23', '29', '30', '36', '43'):1
('10', '22', '24', '30', '31', '45'):1
('09', '15', '20', '28', '42', '43'):1
('18', '21', '23', '27', '33', '49'):1
('13', '27', '31', '32', '33', '36'):1
('27', '31', '33', '37', '45', '46'):1
('02', '27', '28', '34', '44', '47'):1
('01', '03', '04', '10', '29', '35'):1
('05', '29', '37', '41', '44', '45'):1
('11', '12', '21', '32', '37', '38'):1
('29', '30', '31', '40', '47', '48'):1
('04', '07', '23', '39', '45', '48'):1
('10', '18', '19', '37', '41', '46'):1
('02', '09', '11', '16', '37', '41'):1
('06', '11', '32', '41', '45', '47'):1
('03', '11', '26', '43', '44', '46'):1
('01', '05', '15', '22', '25', '28'):1
('03', '13', '26', '34', '36', '41'):1
('07', '32', '42', '43', '44', '45'):1
('17', '26', '31', '36', '41', '47'):1
('19', '25', '26', '30', '32', '34'):1
('05', '24', '35', '39', '40', '41'):1
('03', '13', '16', '28', '30', '39'):1
('07', '10', '17', '21', '39', '46'):1
('05', '07', '19', '21', '45', '48'):1
('14', '19', '22', '26', '33', '35'):1
('05', '09', '20', '28', '31', '34'):1
('03', '11', '26', '27', '35', '43'):1
('01', '05', '07', '10', '20', '26'):1
('01', '17', '23', '30', '38', '46'):1
('03', '09', '21', '27', '35', '39'):1
('23', '26', '31', '34', '37', '42'):1
('01', '05', '14', '32', '40', '44'):1
('05', '06', '13', '14', '26', '40'):1
('15', '20', '25', '31', '37', '49'):1
('11', '17', '18', '19', '34', '40'):1
('06', '07', '11', '25', '32', '44'):1
('04', '12', '16', '31', '38', '45'):1
('08', '13', '15', '39', '41', '46'):1
('12', '18', '22', '23', '25', '46'):1
('07', '19', '23', '30', '36', '42'):1
('06', '14', '15', '20', '29', '36'):1
('04', '06', '16', '20', '24', '42'):1
('02', '05', '09', '11', '26', '42'):1
('21', '22', '25', '30', '31', '44'):1
('07', '11', '26', '36', '41', '48'):1
('03', '09', '19', '21', '38', '46'):1
('04', '09', '12', '15', '29', '45'):1
('06', '25', '39', '42', '44', '49'):1
('05', '27', '38', '41', '44', '47'):1
('09', '10', '15', '16', '25', '45'):1
('02', '08', '10', '25', '38', '47'):1
('10', '16', '21', '24', '35', '39'):1
('10', '11', '15', '24', '41', '47'):1
('02', '21', '28', '32', '46', '48'):1
('01', '05', '08', '10', '22', '41'):1
('12', '20', '35', '36', '40', '45'):1
('08', '13', '26', '33', '35', '42'):1
('02', '08', '09', '35', '38', '40'):1
('01', '26', '34', '37', '45', '46'):1
('01', '12', '14', '16', '35', '38'):1
('08', '14', '32', '35', '42', '46'):1
('06', '21', '24', '30', '31', '36'):1
('03', '05', '10', '12', '14', '39'):1
('02', '10', '12', '26', '32', '42'):1
('06', '24', '42', '44', '46', '47'):1
('19', '21', '26', '29', '43', '48'):1
('07', '13', '16', '29', '45', '48'):1
('20', '22', '27', '34', '35', '49'):1
('06', '27', '32', '36', '38', '47'):1
('11', '29', '37', '41', '46', '47'):1
('01', '06', '12', '13', '46', '48'):1
('08', '15', '17', '22', '28', '46'):1
('03', '11', '18', '29', '39', '48'):1
('06', '36', '37', '41', '45', '48'):1
('18', '21', '22', '29', '36', '37'):1
('03', '17', '24', '37', '44', '48'):1
('03', '24', '26', '31', '43', '48'):1
('06', '16', '21', '22', '28', '38'):1
('01', '02', '07', '20', '23', '46'):1
('10', '12', '13', '21', '34', '42'):1
('15', '23', '26', '28', '36', '40'):1
('09', '13', '20', '28', '33', '46'):1
('13', '14', '15', '29', '44', '46'):1
('07', '13', '19', '38', '39', '46'):1
('07', '08', '27', '31', '42', '45'):1
('02', '07', '10', '22', '29', '46'):1
